domain,label,confidence,text_score,vision_score,reasons,image_count,error,started_at,finished_at,stage_used,nav_count,heading_count
trigema.de,Bodywear Leaning,0.408,0.408,,"bodywear:underwear,nightwear,swimwear;generalist:jackets,accessoires",0,,2025-11-07T16:41:47.524595,2025-11-07T16:41:51.784625,http,145,9
trigema-business.de,Generalist,1.0,0.0,,"generalist:accessoires,jacken",0,,2025-11-07T16:41:52.100764,2025-11-07T16:41:52.530257,http,78,9
albamoda.de,Generalist,1.0,0.0,,generalist:jacken,0,,2025-11-07T16:41:52.808914,2025-11-07T16:41:53.691173,http,8,5
albamoda.com,Generalist,1.0,0.0,,generalist:jacken,0,,2025-11-07T16:41:53.946746,2025-11-07T16:41:54.412934,http,8,5
dirks-group.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:41:54.707199,2025-11-07T16:41:56.001003,http,54,9
frey-erleben.de,Generalist,0.8217391304347826,0.2565217391304347,0.1,"bodywear:shapewear,nachtwäsche,bademode;generalist:jeans,accessoires,mäntel;vision_screenshot:0.10",1,,2025-11-07T16:41:56.272506,2025-11-07T16:42:07.422027,http+vision,50,10
freyerleben.de,Generalist,0.8217391304347826,0.2565217391304347,0.1,"bodywear:shapewear,nachtwäsche,bademode;generalist:jeans,accessoires,mäntel;vision_screenshot:0.10",1,,2025-11-07T16:42:07.736048,2025-11-07T16:42:12.395693,http+vision,50,10
modefreyhaus.de,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:42:12.720915,2025-11-07T16:42:14.938208,playwright,0,0
mientus.com,Generalist,1.0,0.0,,,0,,2025-11-07T16:42:15.334012,2025-11-07T16:42:17.771462,http,14,0
evedess.com,Bodywear Leaning,0.5,0.7527777777777778,0.0,"bodywear:dessous,bademode;generalist:home;vision_screenshot:0.00",1,,2025-11-07T16:42:18.027405,2025-11-07T16:42:24.957811,http+vision,57,10
noon-gmbh.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:42:25.245748,2025-11-07T16:42:32.302288,playwright,0,0
noon-stoffmarkt.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:42:32.578040,2025-11-07T16:42:33.501293,http,99,8
conzelmann.net,Generalist,1.0,0.0,,,0,,2025-11-07T16:42:33.761236,2025-11-07T16:42:34.184841,http,32,10
ninavonc.eu,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T16:42:34.457445,2025-11-07T16:42:50.534549,,0,0
carhartt-wip.com,Generalist,1.0,0.0,,generalist:accessories,0,,2025-11-07T16:42:50.848456,2025-11-07T16:42:51.506287,http,15,9
manomama.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:42:51.771517,2025-11-07T16:42:52.168482,http,15,4
engel-natur.de,Generalist,1.0,0.0,,"bodywear:nachtwäsche;generalist:baby,jacken,kinder",0,,2025-11-07T16:42:52.426477,2025-11-07T16:42:52.721122,http,56,10
engelgmbh.ch,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:42:52.986765,2025-11-07T16:42:57.186214,playwright,0,0
feucht.at,Generalist,1.0,0.0,,"generalist:jeans,accessoires,mäntel",0,,2025-11-07T16:42:57.466104,2025-11-07T16:42:57.852287,http,57,10
charmline.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:42:58.105892,2025-11-07T16:42:58.237062,http,6,1
lidea.com,Bodywear Leaning,0.5,0.6666666666666666,0.0,bodywear:swimwear;vision_screenshot:0.00,1,,2025-11-07T16:42:58.495170,2025-11-07T16:43:01.690016,http+vision,21,3
maryanbeachweargroup.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:43:01.971846,2025-11-07T16:43:11.820490,playwright,0,0
soliver-group.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:43:12.446132,2025-11-07T16:43:14.812154,playwright,0,0
soliver.de,Generalist,1.0,0.0,,"generalist:accessoires,schuhe",0,,2025-11-07T16:43:15.103236,2025-11-07T16:43:15.341432,http,16,3
comma-store.de,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:43:15.617179,2025-11-07T16:43:18.379245,playwright,0,0
sunflair.de,Pure Bodywear,0.7792857142857144,0.7085714285714286,0.85,"bodywear:bikini,bademode;generalist:home,accessories;vision_screenshot:0.85",1,,2025-11-07T16:43:18.652524,2025-11-07T16:43:23.278989,http+vision,111,9
sunmarin.de,Generalist,0.89,0.11,,bodywear:swimwear;generalist:accessoires,0,,2025-11-07T16:43:23.580038,2025-11-07T16:43:24.430999,http,31,7
blaklader.se,Generalist,1.0,0.0,,,0,,2025-11-07T16:43:24.727995,2025-11-07T16:43:25.184472,http,149,10
awg-mode.de,Generalist,1.0,0.0,,"generalist:kinder,wohnen",0,,2025-11-07T16:43:25.442192,2025-11-07T16:43:26.023206,http,23,10
jack-wolfskin.de,Generalist,1.0,0.0,,"generalist:accessoires,mäntel,jacken",0,,2025-11-07T16:43:26.289480,2025-11-07T16:43:27.516059,http,98,10
jack-wolfskin.com,Generalist,1.0,0.0,,"bodywear:underwear;generalist:coats,jackets,shoes",0,,2025-11-07T16:43:27.790079,2025-11-07T16:43:28.765714,http,98,10
modehaus-schnitzler.de,Generalist,1.0,0.0,,"generalist:accessoires,kinder",0,,2025-11-07T16:43:29.063126,2025-11-07T16:43:29.537240,http,25,2
weitkamp-store.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:43:29.800002,2025-11-07T16:43:30.265757,http,8,9
braun.fashion,Generalist,1.0,0.0,,,0,,2025-11-07T16:43:30.528201,2025-11-07T16:43:32.330062,http,40,8
vockeroth-mode.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:43:32.601816,2025-11-07T16:43:37.430387,playwright,0,0
vockeroth.com,Generalist,1.0,0.0,,generalist:kids,0,,2025-11-07T16:43:37.717205,2025-11-07T16:43:38.885950,http,43,10
petit-bateau.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:43:39.156521,2025-11-07T16:43:46.113322,playwright,0,0
walbusch.de,Generalist,1.0,0.0,,"bodywear:bademode;generalist:jeans,mäntel,jacken",0,,2025-11-07T16:43:46.401356,2025-11-07T16:43:46.693258,http,100,0
messerich-bitburg.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:43:46.951167,2025-11-07T16:43:49.206804,http,26,5
messerich-bitburg-app.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:43:49.464759,2025-11-07T16:43:49.887413,http,12,10
falk-ross.de,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T16:43:50.238637,2025-11-07T16:44:00.672553,,0,0
falk-ross.eu,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:44:01.138951,2025-11-07T16:44:04.767598,playwright,0,0
aboutzizzi.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:44:05.040321,2025-11-07T16:44:05.211506,http,31,1
zizzifashion.com,Bodywear Leaning,0.5,0.5177777777777777,0.1,"bodywear:underwear,nightwear,shapewear,swimwear;generalist:jeans,jackets,shoes;vision_screenshot:0.10",1,,2025-11-07T16:44:05.466544,2025-11-07T16:44:08.457179,http+vision,100,9
modehaus-marx.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:44:08.738751,2025-11-07T16:44:09.811835,http,18,4
jlindeberg.com,Generalist,0.9102564102564102,0.0897435897435897,,"bodywear:ondergoed,onderkleding,sokken;generalist:jeans,jassen,schoenen",0,,2025-11-07T16:44:10.084322,2025-11-07T16:44:10.729275,http,150,2
jlindebergusa.com,Generalist,1.0,0.0,,"generalist:jeans,outerwear,jackets",0,,2025-11-07T16:44:10.991132,2025-11-07T16:44:13.277064,http,150,8
frottana.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:44:13.562004,2025-11-07T16:44:14.033691,http,34,0
noni-mode.de,Generalist,1.0,0.0,,"generalist:shoes,accessoires,mäntel",0,,2025-11-07T16:44:14.395839,2025-11-07T16:44:14.718842,http,139,9
egoist.de,Generalist,1.0,0.0,,"bodywear:bodywear,bademode;generalist:jeans,boots,accessoires",0,,2025-11-07T16:44:14.993707,2025-11-07T16:44:15.466240,http,100,2
tayler.de,Generalist,1.0,0.0,,generalist:bags,0,,2025-11-07T16:44:15.725542,2025-11-07T16:44:33.931790,firecrawl,40,8
hema.nl,Generalist,0.9272727272727272,0.0727272727272727,,"bodywear:pyjama;generalist:baby,wonen",0,,2025-11-07T16:44:34.266935,2025-11-07T16:44:34.855263,http,55,10
hema.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:44:35.108077,2025-11-07T16:44:43.167212,playwright,0,0
bugatti-fashion.com,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T16:44:43.446025,2025-11-07T16:44:46.854454,playwright,0,0
intersport-leffers.de,Generalist,1.0,0.0,,generalist:kinder,0,,2025-11-07T16:44:47.135195,2025-11-07T16:44:49.063932,http,17,6
stackmann.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:44:49.335708,2025-11-07T16:44:49.778169,http,14,0
fristadskansas.com,Generalist,1.0,0.0,,,0,,2025-11-07T16:44:50.034062,2025-11-07T16:44:51.704176,playwright,0,0
fristads.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:44:51.972860,2025-11-07T16:44:55.110100,playwright,0,0
jung-modehaus.de,Generalist,1.0,0.0,,"generalist:home,schuhe",0,,2025-11-07T16:44:55.385723,2025-11-07T16:44:55.948088,http,69,10
trachten.de,Generalist,1.0,0.0,,"generalist:accessoires,jacken,schuhe",0,,2025-11-07T16:44:56.211623,2025-11-07T16:44:56.425743,http,104,9
maloja.de,Generalist,0.9,0.0999999999999999,,"bodywear:unterwäsche;generalist:accessoires,jacken,taschen",0,,2025-11-07T16:44:56.685562,2025-11-07T16:44:56.981074,http,111,8
malojaclothing.com,Generalist,1.0,0.0,,"generalist:jackets,accessories",0,,2025-11-07T16:44:57.234591,2025-11-07T16:44:58.764033,http,43,10
lindner-socks.com,Bodywear Leaning,0.5,0.0,0.3,vision_screenshot:0.30;text_extraction_failed,1,,2025-11-07T16:44:59.026100,2025-11-07T16:45:06.209770,playwright,0,0
maximostrickmoden.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:45:06.510821,2025-11-07T16:45:14.503441,playwright,0,0
maximo-strickmoden.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:45:14.821580,2025-11-07T16:45:22.573270,playwright,0,0
capo-austria.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:45:22.847615,2025-11-07T16:45:32.896612,playwright,0,0
maximo-webfashion.de,Generalist,0.955,0.0,0.05,vision_screenshot:0.05;text_extraction_failed,1,,2025-11-07T16:45:33.191103,2025-11-07T16:45:42.558355,playwright,0,0
fast-forward-fashion.de,Generalist,1.0,0.0,,"generalist:shoes,home,accessoires",0,,2025-11-07T16:45:42.840338,2025-11-07T16:45:43.700316,http,18,4
laue-festmoden.de,Generalist,1.0,0.0,,"generalist:accessoires,schuhe",0,,2025-11-07T16:45:43.967122,2025-11-07T16:45:45.274428,http,59,10
laueland.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:45:45.629668,2025-11-07T16:45:47.028954,http,14,5
meislahn.de,Bodywear Leaning,0.5,0.721875,0.0,"bodywear:shapewear,loungewear,unterwäsche,nachtwäsche;generalist:kinder,wohnen;vision_screenshot:0.00",1,,2025-11-07T16:45:47.296391,2025-11-07T16:45:50.716300,http+vision,51,10
bettwaren-shop.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:45:51.001615,2025-11-07T16:45:51.834061,http,95,10
def-shop.com,Generalist,1.0,0.0,,"generalist:home,kinder",0,,2025-11-07T16:45:52.093983,2025-11-07T16:45:53.641705,http,10,10
haubergroup.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:45:53.905596,2025-11-07T16:45:58.029345,http,16,0
fashionette.de,Generalist,1.0,0.0,,"generalist:accessoires,schuhe,taschen",0,,2025-11-07T16:45:58.324053,2025-11-07T16:45:58.938409,http,12,10
bundu-mode.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:45:59.206317,2025-11-07T16:45:59.956598,http,11,10
landsend.com,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:00.220669,2025-11-07T16:46:01.764206,playwright,0,0
garhammer.de,Generalist,1.0,0.0,,generalist:kinder,0,,2025-11-07T16:46:02.030147,2025-11-07T16:46:02.280507,http,24,3
restaurant-johanns.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:02.552534,2025-11-07T16:46:03.561114,http,10,10
blutsgeschwister.de,Generalist,1.0,0.0,,"generalist:mäntel,jacken",0,,2025-11-07T16:46:03.884329,2025-11-07T16:46:04.242496,http,96,2
oniverse.it,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:04.573212,2025-11-07T16:46:25.194449,http,50,1
chiemsee-alpenland.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:25.521823,2025-11-07T16:46:25.901757,http,70,10
salzalpensteig.com,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:26.164896,2025-11-07T16:46:26.802535,http,54,4
peek-cloppenburg.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:27.061951,2025-11-07T16:46:28.149992,playwright,0,0
stylebop.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:46:28.421131,2025-11-07T16:46:31.813948,playwright,0,0
modehaus-ronellenfitsch.de,Generalist,0.868581081081081,0.1628378378378378,0.1,"bodywear:shapewear,dessous,nachtwäsche,bademode;generalist:jeans,boots,kids;vision_screenshot:0.10",1,,2025-11-07T16:46:32.074852,2025-11-07T16:46:35.092612,http+vision,107,10
olsen.de,Generalist,1.0,0.0,,"generalist:accessoires,mäntel,jacken",0,,2025-11-07T16:46:35.385331,2025-11-07T16:46:36.210506,http,100,10
olsenfashion.com,Generalist,1.0,0.0,,generalist:beauty,0,,2025-11-07T16:46:36.493494,2025-11-07T16:46:37.338894,http,54,2
behrensundhaltermann.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:37.600378,2025-11-07T16:46:39.032416,http,42,10
hochzwei.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:39.293465,2025-11-07T16:46:39.782755,http,57,10
buh.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:40.039851,2025-11-07T16:46:40.861883,http,42,10
tc-buckenmaier.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:41.121650,2025-11-07T16:46:41.551255,http,48,10
gunold.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:46:41.802649,2025-11-07T16:46:44.659895,http,16,10
gunold.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:46:44.947729,2025-11-07T16:50:43.637388,firecrawl,109,20
hakanssons.com,Generalist,1.0,0.0,,"generalist:shoes,sneakers,boots",0,,2025-11-07T16:50:44.112935,2025-11-07T16:50:44.674312,http,99,10
yeanshalle.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:50:44.936113,2025-11-07T16:50:45.211835,http,34,1
zara.com,Generalist,1.0,0.0,,,0,,2025-11-07T16:50:45.473233,2025-11-07T16:51:08.080834,firecrawl,20,1
kaufhaus-ganz.de,Generalist,1.0,0.0,,"bodywear:nachtwäsche,bademode;generalist:jeans,home,accessoires",0,,2025-11-07T16:51:08.544754,2025-11-07T16:51:08.992514,http,149,10
vedes-ganz.de,Generalist,1.0,0.0,,generalist:baby,0,,2025-11-07T16:51:09.250576,2025-11-07T16:51:10.650665,http,18,1
waescheland.com,Pure Bodywear,0.896875,0.896875,,"bodywear:pyjamas,slips,pyjama,unterwäsche,nachtwäsche;generalist:kinder",0,,2025-11-07T16:51:10.902822,2025-11-07T16:51:11.144056,http,98,10
outletcity.com,Generalist,1.0,0.0,,,0,,2025-11-07T16:51:11.418078,2025-11-07T16:51:11.683271,http,9,10
loette.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:51:12.263268,2025-11-07T16:51:14.561624,http,40,3
mode-jost.de,Generalist,0.7838235294117647,0.3323529411764706,0.1,"bodywear:dessous,nachtwäsche;generalist:schuhe,kinder;vision_screenshot:0.10",1,,2025-11-07T16:51:14.849031,2025-11-07T16:51:17.851367,http+vision,58,10
